team,date,fumbles_forced,interceptions,pass_yards_allowed,rush_yards_allowed,sacks,points_allowed
SFO,1/20/12,1,1,396,81,1,24
SFO,2/3/12,1,0,287,93,2,34
CIN,9/10/12,0,0,329,122,3,44
CIN,9/16/12,1,0,322,130,2,27
CIN,9/23/12,1,0,221,202,5,31
CIN,9/30/12,1,1,186,69,6,10
CIN,10/7/12,2,0,223,68,2,17
CIN,10/14/12,0,1,231,110,2,34
CIN,10/21/12,1,1,278,167,3,24
CIN,11/4/12,0,2,291,68,0,31
CIN,11/11/12,2,2,215,129,4,13
CIN,11/18/12,1,0,188,113,4,6
CIN,11/25/12,1,1,146,99,4,10
CIN,12/2/12,1,1,280,46,4,13
CIN,12/9/12,0,1,268,49,3,20
CIN,12/13/12,4,1,180,42,1,13
CIN,12/23/12,1,2,220,95,4,10
CIN,12/30/12,0,1,183,206,4,17
CIN,1/5/12,0,1,262,158,0,19
TAM,9/9/12,0,2,303,10,3,10
TAM,9/16/12,0,3,510,94,0,41
TAM,9/23/12,2,1,283,38,4,16
TAM,9/30/12,0,0,323,153,1,24
TAM,10/14/12,0,2,180,80,0,10
TAM,10/21/12,0,1,377,81,0,35
TAM,10/25/12,2,1,251,140,3,17
TAM,11/4/12,0,3,418,22,2,32
TAM,11/11/12,0,2,337,103,2,24
TAM,11/18/12,1,0,252,97,2,21
TAM,11/25/12,1,1,353,79,1,24
TAM,12/2/12,0,1,242,91,0,31
TAM,12/9/12,1,0,381,29,6,23
TAM,12/16/12,0,0,307,149,1,41
TAM,12/23/12,1,1,196,89,0,28
TAM,12/30/12,0,0,238,65,2,17
MIN,9/9/12,1,0,260,113,2,23
MIN,9/16/12,0,0,224,84,2,23
MIN,9/23/12,2,1,204,89,3,13
MIN,9/30/12,1,0,319,55,5,13
MIN,10/7/12,1,1,234,52,2,7
MIN,10/14/12,0,1,182,183,1,38
MIN,10/21/12,1,1,262,126,7,14
MIN,10/25/12,0,0,262,159,1,36
MIN,11/4/12,0,0,198,195,1,30
MIN,11/11/12,1,1,329,60,2,24
MIN,11/25/12,1,1,188,113,1,28
MIN,12/2/12,0,1,286,152,2,23
MIN,12/9/12,0,2,324,118,2,14
MIN,12/16/12,1,1,377,87,4,22
MIN,12/23/12,2,0,178,34,4,6
MIN,12/30/12,1,0,365,72,5,34
MIN,1/5/12,0,0,274,76,3,24
DAL,9/5/12,1,0,213,82,3,17
DAL,9/16/12,0,0,151,182,2,27
DAL,9/23/12,1,1,110,75,2,10
DAL,10/1/12,1,0,275,93,2,34
DAL,10/14/12,0,0,234,86,1,31
DAL,10/21/12,1,1,233,112,2,14
DAL,10/28/12,1,1,192,103,1,29
DAL,11/4/12,0,0,342,123,3,19
DAL,11/11/12,1,1,289,91,2,23
DAL,11/18/12,1,0,210,119,2,20
DAL,11/22/12,0,1,304,149,3,38
DAL,12/2/12,1,0,251,183,1,33
DAL,12/9/12,0,1,206,146,5,19
DAL,12/16/12,1,1,339,69,4,24
DAL,12/23/12,0,0,446,116,0,34
DAL,12/30/12,0,0,100,274,1,28
CHI,9/9/12,2,3,309,63,3,21
CHI,9/13/12,1,1,246,106,5,23
CHI,9/23/12,0,2,152,59,6,6
CHI,10/1/12,0,5,396,41,1,18
CHI,10/7/12,1,2,142,60,3,3
CHI,10/22/12,3,1,263,97,3,7
CHI,10/28/12,0,2,314,119,2,22
CHI,11/4/12,4,1,200,159,2,20
CHI,11/11/12,0,2,95,127,1,13
CHI,11/19/12,0,0,243,121,2,32
CHI,11/25/12,2,1,159,114,2,10
CHI,12/2/12,1,0,293,176,2,23
CHI,12/9/12,0,1,91,171,1,21
CHI,12/16/12,2,0,291,113,3,21
CHI,12/23/12,1,2,246,29,4,13
CHI,12/30/12,3,1,272,72,1,24
DET,9/9/12,0,0,198,77,4,23
DET,9/16/12,1,0,226,148,3,27
DET,9/23/12,2,0,378,59,0,44
DET,9/30/12,0,0,111,127,2,20
DET,10/14/12,1,2,311,71,3,23
DET,10/22/12,0,0,150,171,5,13
DET,10/28/12,1,1,236,133,0,24
DET,11/4/12,0,2,220,64,1,14
DET,11/11/12,0,0,221,196,2,34
DET,11/18/12,0,1,236,95,3,24
DET,11/22/12,0,1,315,205,2,34
DET,12/2/12,0,3,391,87,2,35
DET,12/9/12,1,0,173,140,3,27
DET,12/16/12,0,1,104,99,1,38
DET,12/22/12,0,0,279,73,1,31
DET,12/30/12,0,0,257,144,2,26
IND,9/9/12,0,1,333,114,2,41
IND,9/16/12,1,0,245,95,4,20
IND,9/23/12,0,0,155,185,1,22
IND,10/7/12,0,1,235,149,5,27
IND,10/14/12,0,0,105,252,1,35
IND,10/21/12,0,0,264,55,0,13
IND,10/28/12,0,0,236,112,2,13
IND,11/4/12,0,0,290,84,2,20
IND,11/8/12,1,2,330,37,4,10
IND,11/18/12,0,0,331,115,0,59
IND,11/25/12,0,1,180,135,2,13
IND,12/2/12,0,1,313,138,0,33
IND,12/9/12,0,2,262,97,1,23
IND,12/16/12,0,0,261,178,3,29
IND,12/23/12,1,2,162,352,1,13
IND,12/30/12,0,2,275,102,4,16
IND,1/6/12,2,0,282,170,1,24
CAR,9/9/12,0,0,138,130,2,16
CAR,9/16/12,0,2,325,163,1,27
CAR,9/20/12,0,0,292,125,2,36
CAR,9/30/12,0,1,369,121,7,30
CAR,10/7/12,1,2,221,98,2,16
CAR,10/21/12,1,0,227,85,0,19
CAR,10/28/12,2,1,186,79,6,23
CAR,11/4/12,0,0,215,151,4,13
CAR,11/11/12,2,0,301,65,1,36
CAR,11/18/12,1,2,248,167,1,27
CAR,11/26/12,3,0,119,204,1,22
CAR,12/2/12,0,0,201,158,1,27
CAR,12/9/12,0,1,342,35,2,20
CAR,12/16/12,2,0,121,70,6,7
CAR,12/23/12,0,1,151,47,1,6
CAR,12/30/12,0,1,396,63,2,38
SDG,9/10/12,1,0,297,45,3,14
SDG,9/16/12,0,1,174,38,0,10
SDG,9/23/12,0,1,275,119,2,27
SDG,9/30/12,3,3,251,115,2,20
SDG,10/7/12,0,1,370,53,3,31
SDG,10/15/12,2,1,309,56,0,35
SDG,10/28/12,0,0,129,133,2,7
SDG,11/1/12,3,1,181,113,1,13
SDG,11/11/12,0,0,210,74,1,34
SDG,11/18/12,1,1,270,133,3,30
SDG,11/25/12,0,0,355,127,5,16
SDG,12/2/12,1,2,211,128,1,20
SDG,12/9/12,1,1,285,69,2,24
SDG,12/16/12,1,0,231,155,2,31
SDG,12/23/12,1,1,227,69,11,17
SDG,12/30/12,0,1,150,115,0,21
BUF,9/9/12,0,1,266,118,0,48
BUF,9/16/12,2,1,301,150,5,17
BUF,9/23/12,0,2,237,33,4,14
BUF,9/30/12,2,0,340,247,1,52
BUF,10/7/12,1,0,310,311,0,45
BUF,10/14/12,0,2,173,182,5,16
BUF,10/21/12,0,0,205,197,2,35
BUF,11/4/12,0,0,268,118,2,21
BUF,11/11/12,0,0,237,117,1,37
BUF,11/15/12,1,2,141,60,3,14
BUF,11/25/12,1,1,240,87,4,20
BUF,12/2/12,1,1,202,50,3,18
BUF,12/9/12,0,1,209,78,1,15
BUF,12/16/12,0,0,205,270,2,50
BUF,12/23/12,0,0,130,182,2,24
BUF,12/30/12,1,1,205,133,1,9
PIT,9/9/12,1,0,253,94,2,31
PIT,9/16/12,1,0,138,90,2,10
PIT,9/23/12,0,1,209,119,1,34
PIT,10/7/12,2,0,175,78,3,14
PIT,10/11/12,0,1,290,94,3,26
PIT,10/21/12,0,1,105,80,0,17
PIT,10/28/12,0,0,177,86,1,12
PIT,11/4/12,0,1,125,68,2,20
PIT,11/12/12,0,1,154,142,2,13
PIT,11/18/12,0,0,164,47,2,13
PIT,11/25/12,0,1,158,108,4,20
PIT,12/2/12,1,1,188,111,3,20
PIT,12/9/12,0,0,200,94,1,34
PIT,12/16/12,1,0,341,87,1,27
PIT,12/23/12,1,2,278,14,6,13
PIT,12/30/12,3,1,204,138,4,10
TEN,9/9/12,0,0,236,162,1,34
TEN,9/16/12,0,1,284,148,4,38
TEN,9/23/12,1,0,450,141,1,41
TEN,9/30/12,0,0,202,95,0,38
TEN,10/7/12,0,2,258,175,1,30
TEN,10/11/12,0,1,363,56,1,23
TEN,10/21/12,1,1,225,166,1,34
TEN,10/28/12,0,1,297,171,2,19
TEN,11/4/12,1,0,229,160,3,51
TEN,11/11/12,1,3,217,54,2,3
TEN,11/25/12,0,1,261,100,7,24
TEN,12/2/12,0,0,207,124,0,24
TEN,12/9/12,0,2,196,98,4,27
TEN,12/17/12,1,4,131,146,4,10
TEN,12/23/12,0,0,351,117,1,55
TEN,12/30/12,0,3,298,122,7,20
CLE,9/9/12,1,4,317,150,2,17
CLE,9/16/12,0,1,318,80,6,34
CLE,9/23/12,1,0,208,138,1,24
CLE,9/27/12,0,1,356,101,4,23
CLE,10/7/12,1,1,259,243,0,41
CLE,10/14/12,1,3,381,76,2,24
CLE,10/21/12,1,0,186,148,3,17
CLE,10/28/12,1,0,154,117,1,6
CLE,11/4/12,0,0,153,137,1,25
CLE,11/18/12,1,0,313,63,7,23
CLE,11/25/12,5,3,199,49,1,14
CLE,12/2/12,0,1,351,85,1,17
CLE,12/9/12,0,1,159,180,5,7
CLE,12/16/12,0,1,329,122,2,38
CLE,12/23/12,0,1,339,118,0,34
CLE,12/30/12,0,0,134,91,2,24
STL,9/9/12,0,3,355,83,1,27
STL,9/16/12,0,1,206,176,1,28
STL,9/23/12,0,1,183,103,2,23
STL,9/30/12,0,3,160,179,2,13
STL,10/4/12,1,0,289,45,9,3
STL,10/14/12,0,0,185,36,3,17
STL,10/21/12,0,0,342,70,3,30
STL,10/28/12,0,0,321,152,0,45
STL,11/11/12,0,0,189,183,5,24
STL,11/18/12,0,0,177,124,3,27
STL,11/25/12,0,4,312,74,2,17
STL,12/2/12,1,0,208,148,3,13
STL,12/9/12,1,1,247,61,5,12
STL,12/16/12,0,0,131,213,2,36
STL,12/23/12,1,4,372,80,5,13
STL,12/30/12,0,0,250,153,6,20
OAK,9/10/12,0,0,231,32,1,22
OAK,9/16/12,0,0,200,263,1,35
OAK,9/23/12,2,0,384,54,1,31
OAK,9/30/12,1,0,338,165,0,37
OAK,10/14/12,0,3,249,45,1,23
OAK,10/21/12,1,0,181,54,3,23
OAK,10/28/12,2,2,219,102,3,16
OAK,11/4/12,1,0,247,278,1,42
OAK,11/11/12,0,1,341,78,0,55
OAK,11/18/12,0,0,229,151,0,38
OAK,11/25/12,0,0,210,221,2,34
OAK,12/2/12,0,2,364,122,1,20
OAK,12/6/12,0,1,310,140,3,26
OAK,12/16/12,0,1,136,10,4,0
OAK,12/23/12,1,1,170,112,2,17
OAK,12/30/12,0,0,151,70,2,24
MIA,9/9/12,0,0,266,83,2,30
MIA,9/16/12,0,1,373,23,0,13
MIA,9/23/12,0,2,306,93,2,23
MIA,9/30/12,0,2,324,28,8,24
MIA,10/7/12,1,2,234,80,3,13
MIA,10/14/12,1,0,315,162,3,14
MIA,10/28/12,1,1,283,105,4,9
MIA,11/4/12,0,0,433,97,1,23
MIA,11/11/12,0,0,122,177,1,37
MIA,11/15/12,0,0,168,120,3,19
MIA,11/25/12,0,0,224,96,2,21
MIA,12/2/12,0,1,238,108,4,23
MIA,12/9/12,0,0,185,155,4,27
MIA,12/16/12,0,0,221,86,2,3
MIA,12/23/12,3,1,240,154,2,10
MIA,12/30/12,0,0,284,167,1,28
NYJ,9/9/12,1,3,195,195,0,28
NYJ,9/16/12,0,0,275,66,3,27
NYJ,9/23/12,1,1,196,185,0,20
NYJ,9/30/12,0,0,143,247,2,34
NYJ,10/8/12,0,1,209,169,0,23
NYJ,10/14/12,2,2,280,41,4,9
NYJ,10/21/12,1,0,259,131,1,29
NYJ,10/28/12,1,0,149,97,2,30
NYJ,11/11/12,2,0,211,174,4,28
NYJ,11/18/12,2,1,170,114,1,13
NYJ,11/22/12,1,0,323,152,0,49
NYJ,12/2/12,0,1,72,81,2,6
NYJ,12/9/12,0,2,185,123,3,10
NYJ,12/17/12,0,0,149,167,4,14
NYJ,12/23/12,0,0,165,87,4,27
NYJ,12/30/12,1,0,225,109,0,28
PHI,9/9/12,0,4,118,99,2,16
PHI,9/16/12,1,1,232,111,2,23
PHI,9/23/12,0,0,222,99,3,27
PHI,9/30/12,0,1,309,57,0,17
PHI,10/7/12,0,0,220,123,0,16
PHI,10/14/12,0,1,311,138,0,26
PHI,10/28/12,0,0,262,146,2,30
PHI,11/5/12,2,0,239,140,2,28
PHI,11/11/12,0,0,209,101,3,38
PHI,11/18/12,0,0,200,169,2,31
PHI,11/26/12,0,0,306,109,2,30
PHI,12/2/12,0,0,303,123,2,38
PHI,12/9/12,0,0,189,136,2,21
PHI,12/13/12,2,0,127,157,6,34
PHI,12/23/12,0,1,198,128,1,27
PHI,12/30/12,0,0,223,185,1,42
JAX,9/9/12,1,0,270,123,2,26
JAX,9/16/12,0,0,195,216,0,27
JAX,9/23/12,0,1,313,124,0,17
JAX,9/30/12,1,1,244,138,0,27
JAX,10/7/12,0,1,292,214,1,41
JAX,10/21/12,2,1,298,69,2,26
JAX,10/28/12,1,0,186,66,2,24
JAX,11/4/12,0,0,285,149,1,31
JAX,11/8/12,1,1,227,138,2,27
JAX,11/18/12,1,2,527,149,2,43
JAX,11/25/12,0,2,261,110,1,19
JAX,12/2/12,1,1,112,232,0,34
JAX,12/9/12,2,0,111,166,1,17
JAX,12/16/12,1,0,220,180,1,24
JAX,12/23/12,0,2,267,103,3,23
JAX,12/30/12,0,0,152,79,2,38
ARI,9/9/12,1,1,153,115,3,16
ARI,9/16/12,0,1,316,90,4,18
ARI,9/23/12,3,0,217,113,5,6
ARI,9/30/12,2,2,431,86,4,21
ARI,10/4/12,0,1,141,111,1,17
ARI,10/14/12,1,1,153,165,2,19
ARI,10/21/12,0,2,58,166,3,21
ARI,10/29/12,0,0,232,113,4,24
ARI,11/4/12,0,1,218,176,1,31
ARI,11/18/12,1,5,301,58,1,23
ARI,11/25/12,0,1,205,173,2,31
ARI,12/2/12,1,3,126,177,3,7
ARI,12/9/12,0,1,216,284,1,58
ARI,12/16/12,1,3,246,84,2,10
ARI,12/23/12,1,0,146,152,1,28
ARI,12/30/12,0,0,282,129,1,27
KAN,9/9/12,0,0,299,84,1,40
KAN,9/16/12,0,0,178,201,0,35
KAN,9/23/12,0,1,240,83,4,24
KAN,9/30/12,0,1,209,104,3,37
KAN,10/7/12,1,1,187,133,4,9
KAN,10/14/12,1,1,328,145,1,38
KAN,10/28/12,0,1,209,135,0,26
KAN,11/1/12,1,1,220,123,1,31
KAN,11/12/12,1,0,157,95,1,16
KAN,11/18/12,0,0,230,189,2,28
KAN,11/25/12,0,1,285,95,2,17
KAN,12/2/12,0,0,232,165,2,21
KAN,12/9/12,0,0,217,154,3,30
KAN,12/16/12,1,0,182,203,0,15
KAN,12/23/12,0,0,205,90,3,20
KAN,12/30/12,1,0,316,172,0,38
