target,date,player_home,played,betting_over_under_line,weather_temperature,weather_wind_mph,weather_humidity,defense_fumbles_forced_moving_avg_1,defense_fumbles_forced_moving_max_1,defense_fumbles_forced_moving_min_1,defense_fumbles_forced_moving_avg_3,defense_fumbles_forced_moving_max_3,defense_fumbles_forced_moving_min_3,defense_fumbles_forced_moving_avg_5,defense_fumbles_forced_moving_max_5,defense_fumbles_forced_moving_min_5,defense_interceptions_moving_avg_1,defense_interceptions_moving_max_1,defense_interceptions_moving_min_1,defense_interceptions_moving_avg_3,defense_interceptions_moving_max_3,defense_interceptions_moving_min_3,defense_interceptions_moving_avg_5,defense_interceptions_moving_max_5,defense_interceptions_moving_min_5,defense_pass_yards_allowed_moving_avg_1,defense_pass_yards_allowed_moving_max_1,defense_pass_yards_allowed_moving_min_1,defense_pass_yards_allowed_moving_avg_3,defense_pass_yards_allowed_moving_max_3,defense_pass_yards_allowed_moving_min_3,defense_pass_yards_allowed_moving_avg_5,defense_pass_yards_allowed_moving_max_5,defense_pass_yards_allowed_moving_min_5,defense_rush_yards_allowed_moving_avg_1,defense_rush_yards_allowed_moving_max_1,defense_rush_yards_allowed_moving_min_1,defense_rush_yards_allowed_moving_avg_3,defense_rush_yards_allowed_moving_max_3,defense_rush_yards_allowed_moving_min_3,defense_rush_yards_allowed_moving_avg_5,defense_rush_yards_allowed_moving_max_5,defense_rush_yards_allowed_moving_min_5,defense_sacks_moving_avg_1,defense_sacks_moving_max_1,defense_sacks_moving_min_1,defense_sacks_moving_avg_3,defense_sacks_moving_max_3,defense_sacks_moving_min_3,defense_sacks_moving_avg_5,defense_sacks_moving_max_5,defense_sacks_moving_min_5,defense_points_allowed_moving_avg_1,defense_points_allowed_moving_max_1,defense_points_allowed_moving_min_1,defense_points_allowed_moving_avg_3,defense_points_allowed_moving_max_3,defense_points_allowed_moving_min_3,defense_points_allowed_moving_avg_5,defense_points_allowed_moving_max_5,defense_points_allowed_moving_min_5,weather_inclement,player_fantpt_moving_avg_1,player_fantpt_moving_max_1,player_fantpt_moving_min_1,player_fantpt_moving_avg_3,player_fantpt_moving_max_3,player_fantpt_moving_min_3,player_fantpt_moving_avg_5,player_fantpt_moving_max_5,player_fantpt_moving_min_5,betting_spread
19.8,2012-10-14,0,1,42.5,63.0,9.0,80.0,2.0,2.0,2.0,0.6666666666666666,2.0,0.0,0.8,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.6,1.0,0.0,141.0,141.0,141.0,195.66666666666666,223.0,141.0,210.6,251.0,141.0,82.0,82.0,82.0,80.33333333333333,84.0,75.0,66.6,84.0,43.0,4.0,4.0,4.0,4.666666666666667,8.0,2.0,3.2,8.0,1.0,12.0,12.0,12.0,14.333333333333334,19.0,12.0,14.0,20.0,7.0,True,18.719999999999985,18.72,18.72,22.940000000000015,32.0,18.1,20.180000000000007,32.0,14.54,-4.0
18.36,2012-10-21,1,1,47.0,62.0,5.0,39.0,2.0,2.0,2.0,0.6666666666666666,2.0,0.0,0.6,2.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.8,2.0,0.0,280.0,280.0,280.0,210.66666666666666,280.0,143.0,220.6,280.0,143.0,41.0,41.0,41.0,152.33333333333334,247.0,41.0,141.6,247.0,41.0,4.0,4.0,4.0,2.0,4.0,0.0,1.8,4.0,0.0,9.0,9.0,9.0,22.0,34.0,9.0,22.6,34.0,9.0,False,19.799999999999983,19.8,19.8,23.50666666666668,32.0,18.72,20.632000000000005,32.0,14.54,-10.5
28.46,2012-10-28,0,1,46.0,49.0,9.0,,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3.0,0.0,342.0,342.0,342.0,272.0,342.0,185.0,231.8,342.0,160.0,70.0,70.0,70.0,50.333333333333336,70.0,36.0,86.6,179.0,36.0,3.0,3.0,3.0,5.0,9.0,3.0,3.8,9.0,2.0,30.0,30.0,30.0,16.666666666666668,30.0,3.0,17.2,30.0,3.0,True,18.35999999999998,18.36,18.36,18.96000000000001,19.8,18.36,21.396000000000004,32.0,18.1,-7.0
17.38,2012-11-11,1,1,54.0,64.0,8.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.4,2.0,0.0,268.0,268.0,268.0,215.33333333333334,268.0,173.0,259.2,340.0,173.0,118.0,118.0,118.0,165.66666666666666,197.0,118.0,211.0,311.0,118.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,5.0,0.0,21.0,21.0,21.0,24.0,35.0,16.0,33.8,52.0,16.0,False,28.45999999999998,28.46,28.46,22.206666666666678,28.46,18.36,23.468000000000007,32.0,18.36,-13.5
25.24,2012-11-18,1,1,55.0,42.0,1.0,62.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.2,1.0,0.0,2.0,2.0,2.0,0.6666666666666666,2.0,0.0,0.4,2.0,0.0,330.0,330.0,330.0,285.3333333333333,330.0,236.0,245.0,330.0,105.0,37.0,37.0,37.0,77.66666666666667,112.0,37.0,108.0,252.0,37.0,4.0,4.0,4.0,2.6666666666666665,4.0,2.0,1.8,4.0,0.0,10.0,10.0,10.0,14.333333333333334,20.0,10.0,18.2,35.0,10.0,False,17.379999999999974,17.38,17.38,21.40000000000001,28.46,17.38,20.544000000000004,28.46,17.38,-10.0
31.42,2012-11-22,0,1,48.5,46.0,2.0,72.0,2.0,2.0,2.0,1.6666666666666667,2.0,1.0,1.6,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.6,2.0,0.0,170.0,170.0,170.0,176.66666666666666,211.0,149.0,213.8,280.0,149.0,114.0,114.0,114.0,128.33333333333334,174.0,97.0,111.4,174.0,41.0,1.0,1.0,1.0,2.3333333333333335,4.0,1.0,2.4,4.0,1.0,13.0,13.0,13.0,23.666666666666668,30.0,13.0,21.8,30.0,9.0,False,25.239999999999977,25.24,25.24,23.693333333333342,28.46,17.38,21.848000000000006,28.46,17.38,-7.0
11.42,2012-12-02,0,1,51.5,78.0,13.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,224.0,224.0,224.0,171.33333333333334,224.0,122.0,246.0,433.0,122.0,96.0,96.0,96.0,131.0,177.0,96.0,119.0,177.0,96.0,2.0,2.0,2.0,2.0,3.0,1.0,2.2,4.0,1.0,21.0,21.0,21.0,25.666666666666668,37.0,19.0,21.8,37.0,9.0,False,31.419999999999984,31.42,31.42,24.680000000000007,31.42,17.38,24.172000000000004,31.42,17.38,-9.0
28.44,2012-12-10,1,1,51.0,59.0,7.0,91.0,3.0,3.0,3.0,1.6666666666666667,3.0,1.0,1.6,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,1.0,3.0,0.0,309.0,309.0,309.0,376.0,441.0,309.0,300.2,441.0,134.0,89.0,89.0,89.0,93.66666666666667,106.0,86.0,94.0,115.0,74.0,6.0,6.0,6.0,3.6666666666666665,6.0,2.0,3.0,6.0,0.0,10.0,10.0,10.0,26.0,37.0,10.0,18.6,37.0,6.0,False,11.41999999999998,11.42,11.42,22.693333333333342,31.42,11.42,22.784000000000006,31.42,11.42,-5.5
24.82,2012-12-16,1,1,47.5,37.0,5.0,100.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.8,2.0,0.0,150.0,150.0,150.0,212.66666666666666,267.0,150.0,212.0,315.0,107.0,94.0,94.0,94.0,79.33333333333333,94.0,59.0,96.4,159.0,59.0,2.0,2.0,2.0,3.0,5.0,2.0,3.4,6.0,2.0,13.0,13.0,13.0,16.666666666666668,21.0,13.0,16.2,24.0,7.0,True,28.439999999999984,28.44,28.44,23.76000000000001,31.42,11.42,22.78000000000001,31.42,11.42,-5.0
14.68,2012-12-23,0,1,51.0,60.0,0.0,,1.0,1.0,1.0,1.3333333333333333,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,1.0,2.0,0.0,220.0,220.0,220.0,147.66666666666666,220.0,111.0,246.2,527.0,111.0,180.0,180.0,180.0,192.66666666666666,232.0,166.0,167.4,232.0,110.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,2.0,0.0,24.0,24.0,24.0,25.0,34.0,17.0,27.4,43.0,17.0,False,24.819999999999983,24.82,24.82,21.560000000000006,28.44,11.42,24.268000000000008,31.42,11.42,-14.5
